number	title	artist	lyrics
16007	VEM DANÇAR O MESTIÇO	Leandro Lehart	Siga em frente olhe para o lado
07580	DEIXO A VOZ ME LEVAR	Leandro Lopes	Vejo a vida passar correr...
01471	SÓ FALTOU VOCÊ LADO A LADO B	Leandro Sapucahy	Essa é a história do Zé Ruela...
19434	HOW DO I LIVE	LeAnn Rimes	How do I get through a night without you
03525	ISSO É FUNDO DE QUINTAL	Leci Brandão	O que é isso meu amor...
07383	ME PERDOA POETA	Leci Brandão	Eu disse o poeta falou o...
07401	OLODUM FORÇA DIVINA	Leci Brandão	Supremo maior da divindade...
06669	PERDOA	Leci Brandão	Estou sofrendo te querendo...
07453	SÓ QUERO TE NAMORAR	Leci Brandão	Eu só quero te namorar deixa...
16120	ZÉ DO CAROÇO	Leci Brandão	Lelelelê... No serviço de auto-falante no morro
19422	ALL MY LOVE	Led Zeppelin	Should I fall out of love my fire in the light
20092	BLACK DOG	Led Zeppelin	Hey hey mama said the way you move
19095	D'YER MAK'ER	Led Zeppelin	Oh oh... you don't have to go...
20396	IMMIGRANT SONG	Led Zeppelin	Ah ah ahhh... We come from the land of the
19915	ROCK AND ROLL	Led Zeppelin	It s been a long time since I rock and roll
19476	STAIRWAY TO HEAVEN	Led Zeppelin	There's a lady who's sure
02592	HEY GIRL	Lee Jackson	Hey girl I hate that sound it's...
07202	ODEIO GOSTAR	Leela	Eu odeio esperar a noite...
06985	TE PROCURO	Leela	Finjo ser invisível pra não...
01881	1965 (DUAS TRIBOS)	Legião Urbana	Vou passar quero ver...
09371	A CANÇÃO DO SENHOR DA GUERRA	Legião Urbana	Existe alguém esperando...
01911	A DANÇA	Legião Urbana	Não sei o que é direito...
03603	A VIA LÁCTEA	Legião Urbana	Quando tudo está perdido...
01831	ACRILIC ON CANVAS	Legião Urbana	É saudade então e mais uma...
06324	ANDREA DORIA	Legião Urbana	Às vezes parecia que de...
03647	ANGRA DOS REIS	Legião Urbana	Deixa, se fosse sempre assim...
04101	ANTES DAS SEIS	Legião Urbana	Quem inventou o amor?...
01843	AS FLORES DO MAL	Legião Urbana	Eu quis você e me perdi...
15327	DANIEL NA COVA DOS LEÕES	Legião Urbana	Aquele gosto amargo do teu...
03614	DEZESSEIS	Legião Urbana	João Roberto era o maioral...
03323	EDUARDO E MÔNICA	Legião Urbana	Quem um dia irá dizer que...
06534	EU ERA UM LOBISOMEM JUVENIL	Legião Urbana	Luz e sentido e palavra e...
03090	EU SEI	Legião Urbana	Sexo verbal não faz meu...
06217	FÁBRICA	Legião Urbana	Nosso dia vai chegar teremos...
06062	GERAÇÃO COCA-COLA	Legião Urbana	Quando nascemos fomos...
04195	GIZ	Legião Urbana	Mesmo sem te ver acho ao...
03112	HÁ TEMPOS	Legião Urbana	Parece cocaína mas é só...
04355	HOJE A NOITE NÃO TEM LUAR	Legião Urbana	Ela passou do meu lado...
03569	ÍNDIOS	Legião Urbana	Quem me dera ao menos...
06262	LOVE IN THE AFTERNOON	Legião Urbana	É tão estranho os bons...
16065	MAURÍCIO	Legião Urbana	Já não sei dizer se ainda sei sentir
15738	MENINOS E MENINAS	Legião Urbana	Quero me encontrar mas não...
03884	MONTE CASTELO	Legião Urbana	Ainda que eu falasse a...
01914	MÚSICA URBANA 2	Legião Urbana	Em cima dos telhados...
01838	O MUNDO ANDA TÃO COMPLICADO	Legião Urbana	Gosto de ver você dormir...
03596	O TEATRO DOS VAMPIROS	Legião Urbana	Sempre precisei de um pouco...
16982	OS ANJOS	Legião Urbana	Hoje nao da hoje nao da
03202	PAIS E FILHOS	Legião Urbana	Estátuas e cofres e paredes...
15973	PERFEIÇÃO	Legião Urbana	Vamos celebrar a estupidez humana
03228	QUANDO O SOL BATER	Legião Urbana	Quando o sol bater na janela...
03229	QUASE SEM QUERER	Legião Urbana	Tenho andado distraído...
03230	QUE PAÍS É ESTE	Legião Urbana	Nas favelas no senado...
03254	SERÁ	Legião Urbana	Tire suas mãos de mim...
15431	SERENÍSSIMA	Legião Urbana	Sou um animal sentimental...
16113	SETE CIDADES	Legião Urbana	Já me acostumei com a tua voz
16420	SO POR HOJE	Legião Urbana	So por hoje eu no quero mais chorar
01910	SOLDADOS	Legião Urbana	Nossas meninas estão...
03267	TEMPO PERDIDO	Legião Urbana	Todos os dias quando acordo...
15758	VAMOS FAZER UM FILME	Legião Urbana	Achei um três por quatro teu...
03643	VENTO NO LITORAL	Legião Urbana	De tarde quero descansar...
15599	VINTE E NOVE	Legião Urbana	Perdi vinte em vinte e nove...
04544	PUT YOUR HEAD ON MY SHOULDER	Leif Garrett	Put your head on my shoulder...
07895	A VIDA QUE A GENTE LEVA	Leila Pinheiro	Não tenho medo de nada...
03458	BESAME	Leila Pinheiro	A orquestra já nos chamou...
01407	CATAVENTO E GIRASSOL	Leila Pinheiro	Meu catavento tem dentro...
07950	E MUITO MAIS	Leila Pinheiro	Daqui pra frente vai ser tudo...
01302	NUA IDÉIA	Leila Pinheiro	Lua cheia ilumina minha...
07407	PAULISTA	Leila Pinheiro	Na Paulista os faróis já vão...
07727	VENTOS DE PAZ	Leila Pinheiro	Ao mergulhar no seu olhar...
06599	VERDE	Leila Pinheiro	Quem pergunta por mim já...
06563	AGORA É QUE SÃO ELAS	Lenine	Belas singelas donzelas sem...
01492	AQUILO QUE DÁ NO CORAÇÃO	Lenine	Aquilo que dá no coração e...
07340	DO IT	Lenine	Tá cansada senta se..
01108	É O QUE ME INTERESSA	Lenine	Daqui desse momento no...
16062	HOJE EU QUERO SAIR SÓ	Lenine	Se você quer me seguir não é seguro
16724	LEVE E SUAVE	Lenine	Ha de ser leve
01133	MARTELO BIGORNA	Lenine	Muito do que eu faço não...
01298	MERO DETALHE	Lenine	Não faz a menor diferença...
09491	NÃO FAZ MAL A NINGUÉM	Lenine	Ponta de inveja um dedo de...
06948	NINGUÉM FAZ IDÉIA	Lenine	Malucos e donas de casa...
01263	O SILÊNCIO DAS ESTRELAS	Lenine	Solidão o silêncio das...
15270	SE NÃO FOR AMOR EU CEGUE	Lenine	Pode ser um lapso do tempo...
09346	TODAS ELAS JUNTAS NUM SÓ SER	Lenine	Não canto mais Bebete...
07715	TUDO POR ACASO	Lenine	Eu sei tudo por acaso tudo...
02713	MIEDO	Lenine e Julieta Venegas	Tienen miedo del amor y no...
07683	QUE BAQUE É ESSE?	Lenine-Mundo Livre	Ô nega que baque é esse...
07662	PACIÊNCIA	Lenine-Zeca Baleiro	Mesmo quando tudo pede um...
09294	NATURALMENTE	Lenine-Zélia Duncan	Ter nada nada para ter ter...
04854	AGAIN	Lenny Kravitz	I've been searching for you...
09249	CALLING ALL ANGELS	Lenny Kravitz	Calling all angels I need you...
04874	CAN'T GET YOU OFF MY MIND	Lenny Kravitz	Life is just a lonely highway...
09218	FLY AWAY	Lenny Kravitz	I wish that I could fly into...
20395	I´LL BE WAITING	Lenny Kravitz	He broke your heart he took your soul
19256	IT AIN`T OVER `TIL IT`S OVER	Lenny Kravitz	Here we are still together...
20415	STILLNESS OF HEART	Lenny Kravitz	I`m out here on the street
15041	A FESTA DOS SEUS QUINZE ANOS	Leno	Na festa dos seus quinze anos...
03736	A POBREZA	Leno	Todo mundo tem um amor...
04107	DEVOLVA-ME	Leno e Lilian	Rasgue as minhas cartas e...
03874	EU NÃO SABIA QUE VOCÊ EXISTIA	Leno e Lilian	Quando eu te conheci meu bem, não
02712	MEU SONHO DE AMOR	Leno e Lilian	O meu sonho de amor é...
03219	POBRE MENINA	Leno e Lilian	Pobre menina não tem...
07269	VEJA SE ME ESQUECE	Leno e Lilian	Dispensei você que agora me aparece pedindo
07056	AMOR PROIBIDO	Leny Andrade	Sabes que vou partir com os olhos rasos
03311	CHORA TUA TRISTEZA	Leny Andrade	Chora que a tristeza foge do teu olhar
03058	DEIXA	Leny Andrade	Deixa fale quem quiser falar meu bem deixa
01310	RIO	Leny Andrade	Rio que mora no mar sorrio pro meu Rio
16774	JESSICA	Leo	O mae nao precisa brigar comigo
03310	CAIU O PALCO	Léo Canhoto e Robertinho	Fui convidado pra cantar num baile
16578	SOL DAS SEIS	Leo Chaves - Ludmilla	Para pensa mais um pouco antes
01574	SOB A LUA E OS OLHARES	Léo e Gabriel	Foi com você que aprendi o que é vive
01695	Ô LÁ EM CASA	Léo e Júnior	Ô ô lá em casa
15629	TÁ DE BOBEIRA	Léo e Thiago	Tô chegando abalando tô curtindo tô
15630	TCHAU TCHAU	Léo e Thiago	Tchau tchau se deu mal tirava onde agora
16638	ROCK ESTRELA	Leo Jaime	Quem sou eu e quem e voce
03452	A VIDA NÃO PRESTA	Léo Jaime	Você vai de carro pra escola e eu só vou a pé
07906	AS SETE VAMPIRAS	Léo Jaime	Ô ô ô ô... Eu não descanso nem durante o
01973	CONQUISTADOR BARATO (BAMBOLÊ)	Léo Jaime	Bam bam bam bam bum bam bambolê
03916	GATINHA MANHOSA	Léo Jaime	Meu bem, já não precisa
15463	HOJE E SEMPRE	Léo Jaime	Hoje na minha pele a vida é leve pra você
07176	MENSAGEM DE AMOR	Léo Jaime	Os livros na estante já não têm mais tanta
06621	NADA MUDOU	Léo Jaime	Ela me dá um beijo na testa
09503	O POBRE	Léo Jaime	Daun dubidu... Ela não gosta de mim mas é
15473	PODE SER	Léo Jaime	Ele diz que é feliz e só pensa em se divertir
04129	PRECISO DIZER QUE TE AMO	Léo Jaime	Quando a gente conversa
01487	CAMAS SEPARADAS	Léo Magalhães	Se não fosse por amor aos nossos filho
01599	NÃO É AMOR	Léo Magalhães	Você fala que tá numa boa que existe outra
16389	OI	Léo Magalhães	Entre ser so seu amigo e nao ser nada
15788	REVANCHE	Léo Maia	Não tenho medo de sofrer eu não me importo
15172	ELA É TOP	Leo Rodrigues - MC Bola	Ela não anda ela desfila ela é TOP
15517	VAI NO CAVALINHO	Léo Rodriguez	Essa mulher enlouqueceu ela quer montar
16604	CONTATINHO	Leo Santana - Anitta	Ta pensando que eu sou o que
15547	NOSSA COR	Léo Santana - Ivete Sangalo	Falam de mim falam de você
16793	FIGURINHA REPETIDA	Leo Santana - Lauana Prado	Parece que as nossas bocas ja se
05855	A MOMENT LIKE THIS	Leona Lewis	What if I told you it was all meant to be would
05872	BETTER IN TIME	Leona Lewis	It's been the longest winter without you I didn't
05875	BLEEDING LOVE	Leona Lewis	Closed off from love I didn't need the pain once
06803	A DESCONHECIDA	Leonardo	Numa tarde tão linda de sol ela me apareceu
06401	A DISTÂNCIA	Leonardo	Nunca mais você ouviu falar em mim
09576	A FILA ANDA	Leonardo	Tá se achando demais tá pisando sem dó
06522	A MALVADA	Leonardo	Tanto mal tem me feito que os meus
07293	ÁGUA DE COCO	Leonardo	Era um sol do meio-dia tava um calor
01763	ALUCINAÇÃO	Leonardo	Tentei me proibir de pensar em você
07054	AMARRADO E CARIMBADO	Leonardo	Pra ganhar o seu amor eu menti fiz promessa
02903	BEBER, BEBER	Leonardo	Segunda-feira eu vou pro bar
04305	BOTO PRA REMEXER	Leonardo	Sou louco por forró e arrasta-pé
06648	BRINCADEIRA TEM HORA	Leonardo	Na na na... Vê se fala sério não invente
09627	CAI NA REAL	Leonardo	Me envenena com seus beijos e carícia
04229	CANÇÃO DO TERCEIRO MILÊNIO	Leonardo	Meu Deus eu te peço durante a passagem
15287	CHORO	Leonardo	Eu não choro porque te amo e nem porque
09649	CORAÇÃO BANDIDO	Leonardo	Você me pergunta por que estou assim
06248	CRISTAL QUEBRADO	Leonardo	Um dia você vai sentir que não me deu
07329	DE CORPO E ALMA	Leonardo	Sonho em poder estar contigo me perder em
07331	DE LATINHA NA MÃO	Leonardo	Quem foi que disse que a paixão não fere a
04433	DEIXARIA TUDO	Leonardo	Já tentei te convencer de tudo quanto
09668	ESCORPIÃO	Leonardo	Eu quero ver essa mulher chorando de
01188	ESSE ALGUÉM SOU EU	Leonardo	Meu pensamento são flores perfumando
01672	EU E A LUA	Leonardo	Madrugada calada e fria
06732	FANTASIAS	Leonardo	Me chama me conta me diz como vai sua
07362	FEITIÇO	Leonardo	Deixou feitiço em meus olhos
07136	FEITO TATUAGEM	Leonardo	Eu tentei te esquecer mas não consigo
06061	FIQUEI SOZINHO	Leonardo	O dia amanheceu tão triste
01335	FLOR DO MEU SERTÃO	Leonardo	Saudade quando chega não tem jeito
07147	FOME DE AMOR	Leonardo	Você me quer só por um momento
01674	HOJE	Leonardo	Hoje tô me sentindo muito só
07977	IDAS E VOLTAS	Leonardo	Quando anoitece lá fora me bate a lembrança
15904	LIGA LÁ EM CASA	Leonardo	Liga lá em casa fala que hoje eu...
04278	MANO	Leonardo	Mano você é meu sangue mais que um
04360	MENTIRA QUE VIROU PAIXÃO	Leonardo	Tinha que ser você mas o destino não
01134	MENTIROSA	Leonardo	O que posso fazer se a vida é assim
04284	NAMORO NOVO	Leonardo	Tá se agarrando se esfregando tá gostoso
06304	O QUANTO TE AMEI	Leonardo	Com pena do meu coração te deixo ir
15742	PEGA EU E LEVA PRA VOCÊ	Leonardo	Quem quiser um coração cheio de amor e
07674	PERTO DOS OLHOS LONGE DO CORAÇÃO	Leonardo	Por que que toda vez que eu falo com você
01266	POR FAVOR, REZA PRA NÓS	Leonardo	Por favor reza pra nós que a coisa tá
01097	POR QUE É TÃO CRUEL O AMOR?	Leonardo	Não se acaba o amor só dizendo adeus
01569	QUEM É	Leonardo	Quem é o dono dos seus olhos quem é quem
06713	QUERO ACENDER TEU FOGO	Leonardo	Noite de lua cheia na beira do mar
04494	QUERO COLO	Leonardo	Quem é que garante Que não vou chorar
01712	QUERO TE AMAR (É O SEU AMOR)	Leonardo	É tarde é madrugada eu estou aqui
07433	ROLA PINGA	Leonardo	Eu tenho um amigo um cara muito legal
07238	SE AINDA EXISTE AMOR	Leonardo	Você de uns dias pra cá vem mudando demais
07448	SINHÁ MOÇA	Leonardo	Eiá eiá... Tão meiga que nem parece
06515	TE AMO DEMAIS	Leonardo	Eu sou assim nunca soube recitar poesias
06237	TÔ FORA	Leonardo	Medo de perder você de novo é descobrir que
06157	TODAS AS COISAS DO MUNDO	Leonardo	Não adianta te dar todas as coisas do
06596	TUA SOMBRA EM MEU CAMINHO	Leonardo	Ontem te encontrei na rua caminhando
09354	UMA FESTA TODO DIA	Leonardo	Se não fosse amor demais eu dava um tempo
06479	VEM SONHAR	Leonardo	Como você está bela tão bela Mariú
01280	VIAJEI	Leonardo	Não quis dizer não quis falar
01159	VOLTE AMOR	Leonardo	Não sei o que é que eu faço sem
02760	ZUAR E BEBER	Leonardo	Eu vou zuar e beber vou locar uma van
06881	50 RECEITAS	Leoni	Eu respiro tentando encher os pulmões de vida
09618	AS CARTAS QUE EU NÃO MANDO	Leoni	Rio de Janeiro hoje é vinte e três
15362	AS COISAS NÃO CAEM DO CÉU	Leoni	Será que a gente se esquece ou nunca
01606	GAROTOS	Leoni	Seus olhos e seus olhares milhares de
06968	POR QUE NÃO EU?	Leoni	Quando ela cai no sofá so far away
01677	LIGA DA JUSTIÇA	Leva Nóiz	Super-Man ficou fraco
19749	SOMETHING ABOUT YOU	Level 42	Uh uh uh uhhh uh uh uh uhhh
20491	BEFORE YOU GO	Lewis Capaldi	I fell by the wayside like everyone else
20029	SOMEONE YOU LOVED	Lewis Capaldi	Im going under and this time I fear
15929	PIOR QUE SINTO FALTA	Lexa	Lembro bem você me ganhou
15994	POSSO SER	Lexa	Uh ôh ôh ôhhh... Eu sei de tudo agora se liga
16745	SO DEPOIS DO CARNAVAL	Lexa	Olha que cara de pau
15042	AI MENINA	Lia Sophia	Menina o que fazer com seu rebolado
01215	E NÃO VOU MAIS DEIXAR VOCÊ TÃO SÓ	Liah	Se a vida inteira você esperou um grande
06698	GAROTAS CHORAM DEMAIS	Liah	Você pensou que ficando assim
06739	O AMOR É MAIS	Liah	Não me pegue não me toque
07704	TARDE DEMAIS	Liah	Jurei nunca mais sofrer desilusão
15920	VOCÊ POR PERTO	Liah Soares	Ouvir tua voz quando eu não...
06875	SERE NERE	Liah-Tiziano Ferro	O que você quer me dizer que faço pra
20389	YOU AND ME	Lifehouse	What day is it and in what month
09060	TELL ME ONCE AGAIN	Light Reflections	Give me your smile again I'd like to be
19943	FREE-ONE I WISH I KNEW HOW IT WOULD FEEL TO BE	Lighthouse Family	I wish I knew how it would feel to be free
19578	HIGH	Lighthouse Family	When you're close to tears remember
19345	LOVING EVERY MINUTE	Lighthouse Family	You told me not to make you wait then you don
19394	RUN	Lighthouse Family	Got a picture of a glorious day
20497	MONTERO (CALL ME BY YOUR NAME)	Lil Nas X	I caught it bad yesterday
20427	OLD TOWN ROAD	Lil Nas X - Billy Ray Cyrus	Yeah I`m gonna take my horse to the old town road
20444	INDUSTRY BABY	Lil Nas X - Jack Harlow	And this one is for the champions
06376	LACINHOS COR-DE-ROSA (PINK SHOE LACES)	Lilian	"Tenho um amor puro e verdadeiro
06795	SOU REBELDE	Lilian	Eu sou rebelde porque o mundo quis as
19823	JUST MY IMAGINATION RUNNING AWAY WITH ME	Lillo Thomas	Each day through my window I watch her
19350	SMILE	Lily Allen	When you first left me I was wanting more
19854	THE NEVER ENDING STORY	Limahl	Turn around look at what you see
09614	ANJO QUERUBIM	Limão com Mel	Fiz você pra mim meu brinquedo meu anjo
16814	DE JANEIRO A JANEIRO	Limão com Mel	Quero voce por inteiro so pra mim
07581	DEPENDENTES	Limão com Mel	Não dá preciso dizer que dependo do teu amor
07117	E TOME AMOR	Limão com Mel	Hoje cada vez que a gente se encontra é bom
03979	TODA SUA	Limão com Mel	Eu quero viajar no teu prazer
16639	TOMA CONTA DE MIM	Limão com Mel	Toma conta de mim
06992	TUDO DEU EM NADA (MENTA Y LIMON)	Limão com Mel	Nos olhamos uma vez e sentimos em seguida
19813	BEHIND BLUE EYES	Limp Bizkit	No one knows what its like to be the bad man
04633	IT'S SO EASY	Linda Ronstadt	It's so easy to fall in love
19268	SOMEWHERE OUT THERE	Linda Ronstadt - James Ingram	Somewhere out there beneath the pale moonlight
07353	EU AMO SUA MÃE	Lindomar Castilho	O tempo vai passando meu amor vai
07358	EU VOU RIFAR MEU CORAÇÃO	Lindomar Castilho	Eu vou rifar meu coração vou fazer leilão
07394	NÓS SOMOS DOIS SEM VERGONHAS	Lindomar Castilho	Nós somos dois sem vergonhas
06600	VOCÊ É DOIDA DEMAIS	Lindomar Castilho	Eu pensei em lhe entregar meu amor meu
20314	SENDING ALL MY LOVE	Linear	Girl I close my eyes and then
07931	CONCHETA	Língua de Trapo	Querida Concheta estô a te ligare
09552	TUDO PRO PARAGUAI	Língua de Trapo	O vídeo de quatro cabeças você encontra no
19607	BRAKING THE HABIT	Linkin Park	Memories consume like opening the wounds
19648	CRAWLING	Linkin Park	Crawling in my skin
19295	IN THE END	Linkin Park	It starts with One thing I don
19553	NUMB	Linkin Park	I´m tired of being what you want me to be
19712	SOMEWHERE I BELONG	Linkin Park	When this began I had nothing to say
19869	WHAT I VE DONE	Linkin Park	In this farewell theres no blood
09433	DE REPENTE	Linox	De repente a gente acorda antes da hora
20350	YOU ARE	Lionel Richie	Baby you´ll find there´s only one love
04676	ALL NIGHT LONG	Lionel Richie	Well my friends the time has come to raise
04900	HELLO	Lionel Richie	I've been alone with you inside my mind
04548	SAY YOU SAY ME	Lionel Richie	Say you say me say it for always
04773	STILL	Lionel Richie	Lady morning's just a moment away
04775	STUCK ON YOU	Lionel Richie	Stuck on you
02539	TRULY	Lionel Richie	Girl tell me only this
01971	CADA SEGUNDO QUE EU TINHA	Lipstick	Não quero mais tentar dizer
19562	ALL AROUND THE WORLD	Lisa Stansfield	I don't know where my baby is
09158	REAL LOVE	Lisa Stansfield	Uuuh... There will never be another love
19528	BLACK MAGIC	Little Mix	All the girls on the block
19614	HAIR	Little Mix	Switch it up switch it up I call my girl
19862	MOVE	Little Mix	Hey baby tell me your name
20359	SHOUT OUT TO MY EX	Little Mix	This is a shout out to my ex
19279	WINGS	Little Mix	Mama told me not to waste my life
20264	SECRET LOVE SONG	Little Mix - Jason Derulo	When you hold me in the street
19773	POWER	Little Mix - Stormzy	Hold up no you didn t bow bow
09264	LONG TALL SALLY	Little Richard	Gonna tell Aunt Mary 'bout Uncle John
20177	MY LOVE	Little Texas	Get on your mark get set
19827	OPERATION SPIRIT	Live	Did you give it up did you give it up
19863	PAIN LIES ON THE RIVERSIDE	Live	I have never taken life
20387	THE DOLPHINS CRY	Live	The way youre bathed in light
20301	EVERY MAN MUST HAVE A DREAM	Liverpool Express	Every man must have a dream
06727	CLUBE DA ESQUINA No.2	Lô Borges	Por que se chamava moço também se chama
15435	SONHO REAL	Lô Borges	À primeira vista a paixão não tem defesa
06718	UM GIRASSOL DA COR DO SEU CABELO	Lô Borges	Vento solar e estrelas do mar
01681	A HORA DA ESTRELA	Lobão	Assim tão perto
03646	A QUEDA	Lobão	Quantos sonhos e sonhos acordo
15451	CHORANDO NO CAMPO	Lobão	A chuva cai chorando e meu amor vai e vem
01893	DECADENCE AVEC ELEGANCE	Lobão	Há muito tempo que eu já dizia
03871	ESSA NOITE NÃO	Lobão	A cidade enlouquece sonhos tortos
03143	ME CHAMA	Lobão	Chove lá fora e aqui
01433	NOITE E DIA	Lobão	Nos lençóis da cama bela manhã
07428	RÁDIO BLÁ	Lobão	Ela adora me fazer de otário para entre amigas
07476	VIDA LOUCA VIDA	Lobão	Se ninguém olha quando você passa
15600	VOU TE LEVAR	Lobão	Pensar em tudo que se passou que se
19698	HOW CAN I TELL HER	Lobo	She knows when I'm lonesome
04587	I'D LOVE YOU TO WANT ME	Lobo	When I saw you standin' there
20495	I´VE BEEN THINKING ABOUT YOU	Londonbeat	We must have been stone crazy
19190	ROYALS	Lorde	I´ve never seen a diamond in the flesh
20300	NEVER ENOUGH	Loren Allred	I´m trying to hold my breath
01614	NOSSA HISTÓRIA	Lorena Chaves	Abri a porta pra você entrar troquei sorrisos
04346	ANNA JÚLIA	Los Hermanos	Quem te vê passar assim por mim
02785	CARA ESTRANHO	Los Hermanos	Olha só que cara estranho que chegou
06742	O VENCEDOR	Los Hermanos	Olha lá quem vem do lado
06957	O VENTO	Los Hermanos	Posso ouvir o vento passar assistir à onda bater
04408	PRIMAVERA	Los Hermanos	Primavera se foi e com ela meu amor
02894	QUEM SABE	Los Hermanos	Quem sabe o que é ter e perder alguém
16660	SENTIMENTAL	Los Hermanos	O quanto eu te falei
06391	TODO CARNAVAL TEM SEU FIM	Los Hermanos	Todo dia um ninguém José acorda já deitado
04531	LA BAMBA	Los Lobos	Para bailar la bamba
09015	COM'ON LET'S GO	Los Lobos	Well com'on let's go let's go let'go little darling
04837	MAMBO NUMBER FIVE	Lou Bega	"Ladies and gentlemen
15988	MADE IN ROÇA	Loubet	É é só eu faço do jeito que cê gosta
04556	WHAT A WONDERFUL WORLD!	Louis Armstrong	I see trees of green red roses too
06859	MÁGOA DE BOIADEIRO	Lourenço e Lourival	Antigamente nem em sonho existia
15798	VELHA PORTEIRA	Lourenço e Lourival	Ao passar pela velha porteira senti minha terra
09184	THIS COULD BE THE NIGHT	Loverboy	Ask any girl in this lonely world
20170	YOU´LL NEVER FIND ANOTHER LOVE LIKE ME	Low Rawls	You´ll never find as long as you live
01282	AMANHÃ NÃO SE SABE	LS Jack	Como as folhas com o vento
06407	CARLA	LS Jack	Eu cheguei a deixar vestígios pra você me
16739	LS JACK	LS Jack	Nao feche os olhos hoje eu quero lhe
06675	SEM RADAR	LS Jack	É só me recompor mas eu não sei quem
06557	UMA CARTA	LS Jack	Coloquei uma carta numa velha garrafa
16810	VOCE CHEGOU	LS Jack	Lembra entao daquela vez que eu te vi
02626	POSTCARD	Lu Alone	There's no postcard that enters this world
06432	QUATRO SEMANAS DE AMOR	Luan e Vanessa	Foi um sonho de verão numa praia
16599	SEBASTIANA	Luan Estilizado	Convidei a comadre Sebastiana
17069	TA FALTANDO EU	Luan Estilizado - Jerry Smith	Quantas bocas voce ja beijou
01403	A LOUCA	Luan Santana	Não vem bancar a louca não adianta
16173	ACORDANDO O PRÉDIO	Luan Santana	Aonde foi parar o seu juízo
01643	ADRENALINA	Luan Santana	Meu coração tá disparado meu corpo tá
16631	AGUA COM ACUCAR	Luan Santana	Voce terminou com ele e ta chorando
01832	AMAR NÃO É PECADO	Luan Santana	Eu não sei
01968	AS LEMBRANÇAS VÃO NA MALA	Luan Santana	Independentemente do que me disser
16872	ASAS	Luan Santana	Desde que eu me entendo por
16016	CANTADA	Luan Santana	Pela luz do sol que me ilumina
15605	CÊ TOPA?	Luan Santana	Já pensou se a gente for um pouco mais
17054	CHOQUE TERMICO	Luan Santana	Esse seu coracão frio e beijo quente
15921	CHUVA DE ARROZ	Luan Santana	Ôôôô... Não mudei de cidade...
16163	DIA, LUGAR E HORA	Luan Santana	Se a moça do café não demorasse tanto
15569	DONZELA	Luan Santana	Jantar à luz de velas com flores na janela
15819	ESCREVE AÍ	Luan Santana	Te falo tanta coisa enquanto tento segurar
16785	EU VOCE O MAR E ELA	Luan Santana	Ser romantico as vezes ajuda
15298	GAROTAS NÃO MERECEM CHORAR	Luan Santana	Ela é uma mulher menina que precisa
17036	INCONDICIONAL	Luan Santana	Eu vou pedir ao Sol pra ilumiar nosso
16377	MC LENCOL E DJ TRAVESSEIRO	Luan Santana	O conquistador aposentou pra mim ja deu
01338	METEORO	Luan Santana	Te dei o sol te dei o mar pra ganhar seu
02837	NÊGA	Luan Santana	Eu sei você sofreu demais e sabe que
15495	O AMOR COLORIU	Luan Santana	Uhhh uô ô... Quando alguém te enche de
15585	PAREDE BRANCA	Luan Santana	Não adiantaria se eu mudasse montanhas
01706	PRA VOCÊ LEMBRAR DE MIM	Luan Santana	Não fique aí sofrendo
16557	QUANDO A BAD BATER	Luan Santana	Amor eu so quero o seu bem
01572	SEMPRE COM VOCÊ	Luan Santana	E eu que achava que a vida fosse só uma
01438	SINAIS	Luan Santana	Vi seu sorriso em meu sonho
15193	SOGRÃO CAPRICHOU	Luan Santana	No espelho do quarto prepara o arsenal
01748	SUPER AMOR	Luan Santana	Eu já desafiei a lei da gravidade
15679	TANTO FAZ	Luan Santana	O quarto meio escuro a janela aberta
15273	TE ESPERANDO	Luan Santana	Uh uh uh... Mesmo que você não caia na minha
15155	TE VIVO	Luan Santana	Quando me sinto só te faço mais presente
15514	TUDO QUE VOCÊ QUISER	Luan Santana	Uô ô ô... Tem dias que eu acordo
15997	UM BEIJO	Luan Santana	Saí cantando do chuveiro eu sou o cara mais feliz
02800	VOCÊ DE MIM NÃO SAI	Luan Santana	Deixa eu entrar dentro do seu coração
01350	VOCÊ NÃO SABE O QUE É AMOR	Luan Santana	Não use mais o plural não fale de nós dois
16914	RG	Luan Santana - Anitta	Eu sei quantos passos voce da
15684	BAILANDO	Luan Santana - Enrique Iglesias	Yo te miro se me corta la respiración
16487	SOFAZINHO	Luan Santana - Jorge e Mateus	Quase uma missao impossivel fazer amor com
15620	PORTO DO AMOR	Luan Santana - Maná	Uh uh... Disse o seu último adeus e partiu
16223	FANTASMA	Luan Santana - Marília Mendonça	Quando anoitece la fora
16253	MESMO SEM ESTAR	Luan Santana - Sandy	Eu tô na preguiça que sempre me dá
01713	QUÍMICA DO AMOR	Luan Santana-Ivete Sangalo	Queria ser um peixe e mergulhar no
16465	VINGANCA	Luan Santana-MC Kekel	Uh...uh...uh...Nao vou mais pensar em voce
01693	NÃO SE APAVORE	Luca Mundaca	Ah ah ah ah ah
15441	11 VIDAS	Lucas Lucco	Me pareço tanto com você olhando dá pra
15763	CALMA AMOR	Lucas Lucco	Fala que não gosta diz que me odeia
15687	COMIGO É ASSIM LAPADA LAPADA	Lucas Lucco	Se você tá de deprê está sendo mal amada
15816	DESTINO	Lucas Lucco	O destino deve estar nos olhando com aquela
16864	FE NO PAI	Lucas Lucco	Como explicar os nossos
