number	title	artist	lyrics
15472	MOZÃO	Lucas Lucco	Uoh oh... Oh mozão cheguei à conclusão
15314	PRA TE FAZER LEMBRAR	Lucas Lucco	Tá tão difícil pra você também né
15395	PRINCESINHA	Lucas Lucco	Tá louca é tá doida é tá chapada tá
16778	SE FOSSE AMOR	Lucas Lucco	Se fosse amor ce nao traia
16331	TAMANHO P	Lucas Lucco	Me diz quanto o seu chefe paga
15838	VAI VENDO	Lucas Lucco	Você achou que eu ia sofrer mas eu tinha meu plano B
15726	BEIJAR A QUEIMA ROUPA	Lucas Lucco - Anitta	Ai que coisa louca ai que coisa louca
15511	TODA TODA	Lucas Lucco - Pikeno e Menor	Mas ela é toda toda... Mais quem pensou
06164	ASSIM QUE SE FAZ	Luciana Mello	Você vive inventando maneira de dizer sempre
16611	BORBOLETAS	Luciana Mello	Borboletas sao tao belas o que seriam delas
06688	DA COR DO PECADO	Luciana Mello	Esse corpo moreno cheiroso e gostoso
16576	NA CORRERIA	Luciana Mello	Eu levo a vida na correria
06546	PRAZER E LUZ	Luciana Mello	Luz quando a gente dança é luz
06274	SIMPLES DESEJO	Luciana Mello	Que tal abrir a porta do dia (dia) entrar sem
15433	SÓ VALE COM VOCÊ	Luciana Mello	Com você eu vejo o dia nascendo tudo
02819	TCHAU	Luciana Mello	Não quero mais brincar de esquecer
09557	VAIDADE	Luciana Mello	Quando eu entro na história o roteiro é só pra
20247	SELFPITY	Lucifer	Love and friendship slipped away
01031	A BAILARINA	Lucinha Lins	Um dois três e quatro dobro a perna e dou um
09495	NARIZINHO	Lucinha Lins	Narizinho narizinho sonha sonha com
16339	DOCE COMPANHIA	Lucy Alves	Hoje eu so quero silencio não quero nada
09415	CHEGA AÍ	Lucynha Cintra	Eu quero ver a galera balançando
09454	EU VOU, EU VOU	Lucynha Cintra	Meu amor por que você me deixou assim
09526	REBOLANDO VEM	Lucynha Cintra	Tem jeito não você dançou e ganhou meu
07732	A DECISÃO	Ludmila Ferber	Se tão somente eu tocar na orla do
07851	O VERDADEIRO AMOR	Ludmila Ferber	Quando tenho medo de fracassar quando tenho
02494	OS SONHOS DE DEUS	Ludmila Ferber	Se tentaram matar os teus sonhos
02993	QUERO QUE VALORIZE	Ludmila Ferber	Quero que valorize o que você tem
07877	TEMPO DE CURA	Ludmila Ferber	Esse é o tempo de cura tempo de sarar as
07885	VEM ME SACIAR	Ludmila Ferber	Eu tenho fome tenho sede estou sedento de te
15881	24 HORAS POR DIA	Ludmilla	Tu não tem nada pra fazer e fica nessa
16812	AMOR DIFICIL	Ludmilla	Sempre vai embora sem olhar pra tras
16088	BOM	Ludmilla	Uma taça de Chandon um calor no edredom
16172	CHEGUEI	Ludmilla	Cheguei cheguei chegando bagunçando
16348	DIN DIN DIN	Ludmilla	Vai vai vai vai... Já vou logo avisando que eu
16044	FALA MAL DE MIM	Ludmilla	Não olha pro lado quem tá passando é o bonde
15697	HOJE	Ludmilla	Hoje é hoje é hoje é hoje hoje eu tenho uma
16998	RAINHA DA FAVELA	Ludmilla	Foca no meu so no meu
15930	SEM QUERER	Ludmilla	Sem querer roubei seu coração
16152	SOU EU	Ludmilla	Quem é que quando passa já te deixa tonto
16482	FAVELA CHEGOU	Ludmilla - Anitta	Quando solta essa daqui ninguem fica parado
15888	NÃO QUERO MAIS	Ludmilla - Belo	Mais uma vez você mudou...
15877	TE ENSINEI CERTIN	Ludmilla - Claudia Leitte	Te ensinei certin te ensinei certin hoje tu tira onda
16882	COBRA VENENOSA	Ludmilla - DJ. Will22	Eu disse limpa limpa
16448	CLICHE	Ludmilla - Felipe Araújo	Pode parecer cliche
16744	PULANDO NA PIPOCA	Ludmilla - Ivete Sangalo	Hoje eu sai despreocupada
16531	A BOBA FUI EU	Ludmilla - Jão	Se era isso que o voce queria
16655	INVOCADA	Ludmilla - Leo Santana	Eu te amava nao posso negar
16319	SÓ VEM	Ludmilla - Thiaguinho	Eu não sei te dizer o que você tem
07008	CIAO AMORE, CIAO	Luigi Tenco	La solita strada bianca come il sale
19650	DESPACITO (REMIX)	Luis Fonsi - Daddy Yankee - Justin Bieber	Comin' over in my direction
19818	TESTE	Luis Fonsi - Demi Lovato	Tengo em esta historia algo que confesar
04075	EL DIA QUE ME QUIERAS	Luís Miguel	Acaricia mi sueno el suave murmullo
03919	LA BARCA	Luís Miguel	Dicen que la distancia es el olvido
17049	MODO TURBO	Luisa Sonza - Pabllo Vittar - Anitta	Aposto contigo vai fazer o que eu quiser
07084	CARTA DE ALFORRIA	Luiz Américo	Tu és senhora sou teu escravo desse teu
07291	A SAUDADE QUE FICOU (O LENCINHO)	Luiz Ayrão	Aquele lencinho que você deixou
07299	AMOR DIVIDIDO	Luiz Ayrão	Deixe amor... Que eu te aperte em meus
03742	BOLA DIVIDIDA	Luiz Ayrão	Será que essa gente percebeu
07307	BONEQUINHA	Luiz Ayrão	Bonequinha linda que Deus me mandou
06950	NO SILÊNCIO DA MADRUGADA	Luiz Ayrão	Aproveitou o silêncio da madrugada
07197	O LOBO DA MADRUGADA	Luiz Ayrão	Quando você me viu viu bondade nos meus
06670	PORTA ABERTA	Luiz Ayrão	Pela porta aberta de um coração
07367	FRICOTE	Luiz Caldas	Nega do cabelo duro que não gosta de
16183	HAJA AMOR	Luiz Caldas	Eu queria ser uma abelha pra pousar na tua
15910	O QUE QUE ESSA NEGA QUER	Luiz Caldas	Pedi um beijo a ela ela me deu...
07463	TIETA	Luiz Caldas	Vem meu amor vem com calor no meu corpo
07356	EU SONHO COM VOCÊ	Luiz Carlos	Faz tempo que a gente não se olha
03934	SEMPRE HÁ SAÍDA	Luiz Carlos	Quantas vezes eu te pedi pra se lembrar
09620	AVE MARIA PRO NOSSO AMOR	Luiz Carlos Magno	E eu chorei chorei eu chorei chorei por você
07333	DEIXE ELE FALAR SOZINHO	Luiz Carlos Magno	Você insiste em manter amizade
06917	EU SOU PEÃO	Luiz Cláudio e Giuliano	Calça jeans bem apertada bota chapéu
09481	MEU SEGREDO	Luiz Cláudio e Giuliano	Eu não vou te olhar nos olhos tenho medo eles
01026	SEU JARDINEIRO (MARGARIDA)	Luiz Cláudio e Giuliano	Sábado à tarde eu saí
15892	AMIGO VELHO	Luiz Gonzaga	Ô amigo véio como vai como...
03019	ASA BRANCA	Luiz Gonzaga	Quando olhei a terra ardendo
07302	ASSUM PRETO	Luiz Gonzaga	Tudo em volta é só beleza
16781	BOIADEIRO	Luiz Gonzaga	Vai boiadeiro que a noite ja vem
09408	CAPIM NOVO	Luiz Gonzaga	Nem ovo de codorna catuaba ou tiborna
07318	CINTURA FINA	Luiz Gonzaga	Minha morena venha pra cá
16596	IMBALANCA	Luiz Gonzaga	Olha a palha do coqueiro quando o vento
04367	OVO DE CODORNA	Luiz Gonzaga	Eu quero ovo de codorna pra comer
16907	PAGODE RUSSO	Luiz Gonzaga	Ontem eu sonhei que estava em Moscou
09871	SABIÁ	Luiz Gonzaga	A todo mundo eu dou psiu perguntando por
03860	XOTE DAS MENINAS	Luiz Gonzaga	Mandacaru quando fura lá na cerca
15714	QUI NEM JILÓ	Luiz Gonzaga - Elba Ramalho	Se a gente lembra só por lembrar o amor que
01749	SÚPLICA CEARENSE	Luiz Gonzaga - Fagner	Oh Deus perdoe este pobre coitado
16626	FESTA	Luiz Gonzaga - Gonzaguinha	Sol vermelho e bonito de se ver
15602	BAIÃO DE DOIS	Luiz Gonzaga - Humberto Teixeira	Capitão que moda é essa deixe a trem e a
09585	A VOZ DO MORRO	Luiz Melodia	Eu sou o samba a voz do morro sou eu
09640	CHEGOU A BONITONA	Luiz Melodia	Mas olha só oh pessoal que bonitona
07351	ESTÁCIO, EU E VOCÊ	Luiz Melodia	Vamos passear na praça enquanto o lobo não
07352	ESTÁCIO, HOLLY ESTÁCIO	Luiz Melodia	Se alguém quer matar-me de amor
04084	JUVENTUDE TRANSVIADA	Luiz Melodia	Lava roupa todo dia que agonia
01459	MAGRELINHA	Luiz Melodia	O pôr-do-sol vai renovar brilhar de novo
04247	PÉROLA NEGRA	Luiz Melodia	Tente passar pelo que estou passando
03339	PAZ DO MEU AMOR	Luiz Vieira	Você é isso uma beleza imensa
16909	S DE SAUDADE	Luiza e Maurilio - Ze neto e Cristiano	E olha eu aqui na vida de solteiro
06645	ALÉM DO ARCO-ÍRIS	Luiza Possi	Além do arco-íris pode ser que alguém veja
16543	DESEJO PREFERIDO	Luiza Possi	Foi tao bonito o seu sorriso
15817	DEVO LHE DIZER	Luiza Possi	Devo lhe dizer quero lhe falar devo admitir
06455	DIAS IGUAIS	Luiza Possi	Se eu quiser me convencer tudo pode ser
07596	ESCUTA	Luiza Possi	Agora que eu quero ficar na hora em
06535	EU SOU ASSIM	Luiza Possi	Eu não sou como você viu eu não sei dizer
16307	LEMBRA	Luiza Possi	Na-na-ná... Eu e você já faz um tempo
02710	ME FAZ BEM (ME HACES BIENS)	Luiza Possi	Para falar eu canto quero que saiba o quanto
09852	NEM BEM ACORDO	Luiza Possi	Nem bem acordo já espio teu retrato
07446	SEU NOME	Luiza Possi	Quando essa boca disser o seu nome
02840	TUDO CERTO	Luiza Possi	Calma tenha calma minha previsão do
06755	TUDO QUE HÁ DE BOM	Luiza Possi	Meu amor não tem freios nem receios de
15631	TEMPO EM MOVIMENTO	Luiza Possi - Lulu Santos	Somos tantos numa só pessoa somos o
16640	VOCE SORRIU PRA MIM	Luiza Possi - Roberta Campos	Voce sorriu pra mim
15243	CACOS DE AMOR	Luiza Possi - Zizi Possi	Casos de amor cacos de vidro na areia
01963	AINDA É TUDO SEU	Luiza Possi-Thiaguinho	Ainda tenho tantas coisas
09428	DANADA DA PREGUIÇA	Luk Brown	Quem foi que disse que a preguiça contagia
06709	PORTA ABERTA	Luka	Os dias passam devagar a noite me diz que
07244	SEM RESPOSTA	Luka	Tire um pouco o peso das minhas costas
06637	TÔ NEM AÍ	Luka	De mãos atadas de pés descalços
19601	7 YEARS	Lukas Graham	Once I was seven years old
09572	A APOSTA	Luka-Ségio Moah	Eu jogo tudo ele pega e joga fora minha
06338	MODERNIDADE	Lulo	Quando fui quando éramos intactos
04790	TO SIR WITH LOVE	Lulu	Those school-girl days
06802	A CURA	Lulu Santos	Existirá em todo porto tremulará a velha
03504	ADIVINHE O QUE?	Lulu Santos	Ainda lembro aquela noite
06084	APENAS MAIS UMA DE AMOR	Lulu Santos	Eu gosto tanto de você que até prefiro
15081	AQUILO	Lulu Santos	Outra vez a mesma história
01824	AREIAS ESCALDANTES	Lulu Santos	A caravana cruzando o deserto
03021	ASSIM CAMINHA A HUMANIDADE	Lulu Santos	Ainda vai levar um tempo
03508	AVISO AOS NAVEGANTES	Lulu Santos	Se existe alguém na linha
01805	BRIGAS (MEU BENZINHO)	Lulu Santos	Ui ui ui meu benzinho
03950	CADÊ VOCÊ	Lulu Santos	Onde está você é o que eu quero saber
03462	CASA	Lulu Santos	Primeiro era vertigem como em qualquer
06327	CERTAS COISAS	Lulu Santos	Não existiria som se nã houvesse o silêncio
03052	COMO UMA ONDA	Lulu Santos	Nada do que foi será
07322	CONDIÇÃO	Lulu Santos	Eu não sou diferente de ninguém
15084	CONTATOS	Lulu Santos	Mergulhados em um sofá os contatos no telão
03613	DANCIN' DAYS	Lulu Santos	Abra suas asas solte suas feras
03057	DE REPENTE CALIFÓRNIA	Lulu Santos	Garota eu vou pra Califórnia
09436	DEIXA ISSO PRA LÁ	Lulu Santos	E deixa que digam que pensem que falem
09452	ESSE BRILHO EM TEU OLHAR	Lulu Santos	Eu te procuro quando me sinto em perigo
03620	GRAAL	Lulu Santos	É necessário descobrir
04001	HIPER CONECTIVIDADE	Lulu Santos	Acho que dessa vez eu vi algo
06572	JÁ É	Lulu Santos	Sei lá tem dias que a gente olha pra
01430	JANELA INDISCRETA	Lulu Santos	Eu sei a hora que você acorda
07375	LUA DE MEL	Lulu Santos	Lua de mel ma-ma mamãe eu tô em lua
03477	MINHA VIDA	Lulu Santos	Quando eu era pequeno eu achava a vida
09296	NINGUÉM MERECE	Lulu Santos	Tô aqui de frente pro oceano que então começa
03192	O ÚLTIMO ROMÂNTICO	Lulu Santos	Faltava abandonar a velha escola
15184	PAPO CABEÇA	Lulu Santos	Como vai você hoje em dia
06964	POP STAR	Lulu Santos	Peguei uma onda maneira dei cutback hang five
07438	SATISFAÇÃO	Lulu Santos	Sei que não mereço todo o teu apreço
06791	SEM NUNCA DAR ADEUS	Lulu Santos	Tava de bobe vendo telê quando pinta este tipo
03255	SEREIA	Lulu Santos	Clara como a luz do sol
17149	SINCERO	Lulu Santos	Voce não pode me estranhar
15717	SÓCIO DO AMOR	Lulu Santos	Eu digo repito acredito no amor
03728	TÃO BEM	Lulu Santos	Ela me encontrou eu tava por aí
03939	TEMPOS MODERNOS	Lulu Santos	Eu vejo a vida melhor no futuro
09547	TESOURO DA JUVENTUDE	Lulu Santos	Nuvens negras tempestades no céu
03730	TODA FORMA DE AMOR	Lulu Santos	Eu não pedi pra nascer eu não nasci pra
06438	TODO UNIVERSO	Lulu Santos	Minha favorita chegou esta pra você
01880	TUDO AZUL	Lulu Santos	Tudo azul todo mundo nu
03497	TUDO BEM	Lulu Santos	Mas o teu amor me cura
03278	TUDO COM VOCÊ	Lulu Santos	Quero te conquistar um pouco mais e mais
03642	TUDO IGUAL	Lulu Santos	Então é assim que a vida faz
03279	UM CERTO ALGUÉM	Lulu Santos	Quis evitar seus olhos mas não pude resistir
03499	UM PRO OUTRO	Lulu Santos	Foi bom te ver de novo aqui
07722	VALE DE LÁGRIMAS	Lulu Santos	Deixa eu lhe dizer o que eu passei
03082	ESSES MOÇOS	Lupicínio Rodrigues	Estes moços pobres moços
04514	ENDLESS LOVE	Luther Vandross-Mariah Carey	My love, there's only you in my life the only
07978	IMPERECÍVEL	Luxúria	Com você eu fico frágil pra enxergar nos seus
07985	LAMA	Luxúria	Não não dê mais tantas voltas não se chicoteia
09305	ÓDIO	Luxúria	Ah ah ah... Durante muito tempo eu construí
20056	SIMPLE MAN	Lynyrd Skynyrd	Mama told me when I was
20366	SWEET HOME ALABAMA	Lynyrd Skynyrd	Big wheels keep on turning
19584	MOVING ON UP	M People	You've done me wrong your time is up
01699	O TROCO	M.Cecilia e Rodolfo - Exaltasamba	Todo o tanto que você chorar pra mim
20111	BLUE BOY	Mac DeMarco	Blue Boy worried bout the worlds eyes
15350	RAINHA	Maciel Melo, Xangai e Nana	És rainha na vida de um moleque
20296	BEAUTY IN THE WORLD	Macy Gray	I Know you re fed up
04917	I TRY	Macy Gray	Games, changes and fears
19802	DEEPER AND DEEPER	Madonna	Deeper and deeper and deeper and deeper
19817	DRESS YOU UP	Madonna	Youve got style thats what all the girls
20375	LUCKY STAR	Madonna	You must be my Lucky Star
09005	AMERICAN PIE	Madonna	A long long time ago I can still remember
19642	BAD GIRL	Madonna	Something's missing and I don't know why
09244	BEAUTIFUL STRANGER	Madonna	Haven't we met you're some kind of beautiful
02584	BORDERLINE	Madonna	Something in the way you love me won't let
19048	CELEBRATION	Madonna	I think you wanna come over
19091	CHERISH	Madonna	Cherish... So tired of broken hearts
04696	CRAZY FOR YOU	Madonna	Swaying room as the music starts
04884	DON'T TELL ME	Madonna	Don't tell me to stop
20325	EVERYBODY	Madonna	Everybody come on dance and sing
19613	EXPRESS YOURSELF	Madonna	Come on girls do you believe in love
04893	FROZEN	Madonna	You only see what your eyes
19004	GIRL GONE WILD	Madonna	It's so hypnotic The way he pulls on me
19053	GIVE IT 2 ME	Madonna	What are you waiting for nobody
04902	HOLIDAY	Madonna	Holiday celebrate holiday celebrate
19103	HOLLYWOOD	Madonna	Madonna Ciccone-Mirwais Ahmadzai
19104	HUNG UP	Madonna	M.Ciccone-S.Price-B.Ulvaeus-B.Andersson
19885	INTO THE GROOVE	Madonna	Get into the groove boy you ve got to prove
19387	LA ISLA BONITA	Madonna	Last night I dreamt of San Pedro
04830	LIKE A PRAYER	Madonna	Life is a mystery everyone must stand alone
04535	LIKE A VIRGIN	Madonna	I made it through the wilderness
19466	LIVE TO TELL	Madonna	I have a tale to tell
19343	LIVING FOR LOVE	Madonna	First you love me and I let you in
04738	MATERIAL GIRL	Madonna	Some boys kiss me some boys hug me
19062	MILES AWAY	Madonna	I just woke up from a fuzzy dream
19135	MUSIC	Madonna	Hey Mr. DJ put a record on I wanna dance
20459	OH FATHER	Madonna	It´s funny that way you can get used to the tears
02556	ONE MORE CHANCE	Madonna	I turned around too late to see the fal
19995	OPEN YOUR HEART	Madonna	I see you on the street and
20078	PAPA DONT PREACH	Madonna	Papa I know youre going to be upset
19626	RAIN	Madonna	Rain feel it on my finger tips
04963	SECRET	Madonna	Things haven't been the same
09271	SORRY	Madonna	Je suis desolé lo siento
20131	SPANISH EYES	Madonna	I know for sure his heart is here
04972	TAKE A BOW	Madonna	Take a bow, the night is over
19716	THE POWER OF GOOD-BYE	Madonna	Your heart is not open so I must go
19023	TURN UP THE RADIO	Madonna	When the world starts to get you down
19150	VOGUE	Madonna	Strike a pose...Vogue...Look around
20479	WHO´S THAT GIRL	Madonna	Who´s that girl who´s that girl when you see her
19359	YOU'LL SEE	Madonna	You think that I can
20015	FAZ GOSTOSO	Madonna - Anitta	Come come to me show me how you move
19535	4 MINUTES	Madonna - Justin Timberlake - Timbaland	Come on boy I´ve been waiting for somebody
19954	MEDELLIN	Madonna - Maluma	One two one two... I took a pill and had a dream
01285	CABOCLA	Madrigal	Quando a luz do sol invade o céu
07009	COME LE ROSE	Mafalda Minnozzi	Son tornate a fiorire le rose
06983	SOU BOY	Magazine	Acordo sete horas tomo um ônibus lotado
06987	TIC TIC NERVOSO	Magazine	Estou preso no trânsito com pouca gasolina
19679	WHEN YOU'RE GONE	Maggie Macneal	I never had another lover
20009	NO WAY NO	Magic!	Hey baby baby your heart s too big
19230	RUDE	Magic!	Saturday morning jumped out of bed
17147	NAO ABRO MAO	Maiara e Maraisa	Voce ja conhece todos os defeitos dela
16948	QUASE UM CASAL	Maiara e Maraisa	Quase foi por pouco podia ser diferente
15966	0,1	Maiara e Maraísa	Tô escorada na mesa
16632	AI EU BEBO	Maiara e Maraísa	Deu sexta feira de novo
17033	BENGALA E CROCHE	Maiara e Maraísa	Se ja estamos misturando as meias
16756	CRUZANDO OS DEDOS	Maiara e Maraísa	Voce acha que me tem a hora
16266	DOIS IDIOTAS	Maiara e Maraísa	Foi mal eu devia ter dito da primeira vez
16047	MEDO BOBO	Maiara e Maraísa	Iê iê iê... Ah esse tom de voz eu reconheço
16167	MEXIDINHO	Maiara e Maraísa	Cheguei na ponta dos pés
16695	NEM TCHUM	Maiara e Maraísa	Oi me responde
16364	NO DIA DO SEU CASAMENTO	Maiara e Maraísa	Ie e e ie... Passei a noite em claro
16453	QUEM ENSINOU FUI EU	Maiara e Maraísa	T tirando onda a com o meu ex namoradinho
16236	SORTE QUE CÊ BEIJA BEM	Maiara e Maraísa	Eu jurei nao bater na sua porta
16200	VOCÊ FAZ FALTA AQUI	Maiara e Maraísa	Você você faz falta falta aqui aqui aqui
16076	SE OLHA NO ESPELHO	Maiara e Maraísa - Cristiano Araújo	Ela não sabe se produzir
16805	LIBERA ELA	Maiara e Maraisa - Dilsinho	Ei brother ce vai enrolar ela ate quando
16651	BEBACA	Maiara e Maraisa - Marilia Mendonca	Diz que aguenta bebida
16897	MOTEL	Maiara e Maraisa - Marilia Mendonca	Bem que eu notei que ta tudo mudado
16530	TRAI SIM	Maiara e Maraisa - Ze Neto e Cristiano	Sabe aquele dia eu pedi pra voce ir
09404	BONDE DO FUNK AXÉ	Maíra Charken	Pegou um pegou geral no bonde do funk
20362	COLD WATER	Major Lazer - Justin Bieber - MO	Everybody gets high sometimes you know
02529	LOVE IS ALL	Malcolm Roberts	Yesterday I knew the games to play
16561	ARTE	Malia	Eu to me sentindo diferente
15656	DIZ PRA MIM	Malta	Você está na sombra do olhar pensei em te
15922	DONA DA VOZ	Malta	Dona da voz que me conduz...
16063	INDISPENSÁVEL PARA MIM (MIENTES)	Malta	Você chegou na minha vida pra ensinar-me
15737	MEMÓRIAS (COME WAKE ME UP)	Malta	Hoje eu vejo que não consigo entender
02564	DANCING IN THE STREET	Mamas and Papas (The)	Callin´ out around the world
04505	CALIFORNIA DREAMIN'	Mamas and The Papas (The)	All the leaves are brown and the sky is grey
19330	DREAM A LITTLE DREAM OF ME	Mamas and The Papas (The)	Stars shining bright above you
02821	1406	Mamonas Assassinas	Eu queria um apartamento no Guarujá
03304	BOIS DON'T CRY	Mamonas Assassinas	Ser corno ou não ser
02784	CABEÇA DE BAGRE II	Mamonas Assassinas	Loucura insensatez estado
03047	CHOPIS CENTIS	Mamonas Assassinas	Eu di um beijo nela
02807	JUMENTO CELESTINO	Mamonas Assassinas	Tava ruim lá na Bahia profissão de
03123	LÁ VEM O ALEMÃO	Mamonas Assassinas	Só de pensar que nós dois éramos dois
01896	MUNDO ANIMAL	Mamonas Assassinas	Comer tatu é bom
03210	PELADOS EM SANTOS	Mamonas Assassinas	Mina seus cabelo é da hora
03238	ROBOCOP GAY	Mamonas Assassinas	Um tanto quanto másculo
01939	SÁBADO DE SOL	Mamonas Assassinas	Sábado de sol aluguei um caminhão
03243	SABÃO CRÁ-CRÁ	Mamonas Assassinas	Sabão crá-crá
02820	UMA ARLINDA MULHER	Mamonas Assassinas	Te encontrei toda remelenta
03289	VIRA VIRA	Mamonas Assassinas	Fui convidado pra uma tal suruba
20403	BEGGIN´	Maneskin	Put your lovin´ hand out baby
16104	O DESTINO NÃO QUIS	Maneva	O destino não quis a gente junto pra sempre
16233	SAUDADES DO TEMPO	Maneva	Saudades do tempo dos velhos momentos
16430	TÔ DE PÉ	Maneva	Loucos são aqueles que se dizem tão no
16553	CORRE PRO MEU MAR	Maneva - Gabriel Elias	Corre pro altar to te esperando com flores
15285	ATRÁS DA VERDE E ROSA SÓ NÃO VAI QUEM JÁ MORREU	Mangueira	Me leva que eu vou sonho meu atrás da
